MWSC,Name,Type,n_Type,RAJ2000,DEJ2000,GLON,GLAT,r0,r1,r2,pmRA,pmDE,RV,e_RV,o_RV,N1sr0,N1sr1,N1sr2,d,E(B-V),MOD,E(J-Ks),E(J-H),dH,logt,e_logt,Nt,SType,[Fe/H],e_[Fe/H],o_[Fe/H],Simbad,
3537,FSR_0277         ,r,c,324.337,40.595,87.793,-8.678,0.015,0.083,0.14,-1.67,-0.54,       ,        ,0,3,24,45,3265,0.406,12.7,0.195,0.13,0,9.15,       ,    ,   ,        ,       ,0,Simbad,
3538,FSR_0326         , , ,324.537,53.817,96.758,1.069,0.012,0.045,0.09,-6.8,-3.78,       ,        ,0,1,14,50,8700,1.562,15.2,0.75,0.5,0.03,8.1,       ,    ,irc,        ,       ,0,Simbad,
3539,IC_1396          , , ,324.75,57.49,99.291,3.735,0.075,0.24,0.74,-2.29,-4.05,-12.4,3.43,6,18,114,1068,600,0.421,9.026,0.202,0.135,-0.02,6,       ,    ,   ,        ,       ,0,Simbad,
3540,FSR_0264         , , ,324.813,36.355,85.159,-12.056,0.013,0.077,0.14,-2.17,-2.17,       ,        ,0,3,29,80,2398,0.312,12,0.15,0.1,0,9.41,0.03,14,   ,        ,       ,0,Simbad,
3542,ASCC_114         , , ,325.005,53.965,97.063,0.997,0.02,0.1,0.16,-3.7,-2.55,-22,4.9,1,2,49,105,590,0.26,8.938,0.125,0.083,-0.03,7.75,       ,    ,   ,        ,       ,0,Simbad,
3543,NGC_7099         ,g,o,325.099,-23.18,27.174,-46.836,0.03,0.15,0.285,-0.61,-7.28,-184.2,0.2,0,6,40,75,8109,0.031,14.555,0.015,0.01,0.01,10.1,       ,    ,glo,-1.945,       ,40,Simbad,
3544,IRAS_21388+5622  ,n,o,325.18,56.598,98.876,2.911,0.01,0.045,0.095,-4.36,-2.63,-9.4,        ,0,4,13,48,7061,1.416,14.7,0.68,0.454,0.06,8.28,       ,    ,irc,        ,       ,0,Simbad,
3545,FSR_0316         ,r,c,325.23,52.31,96.074,-0.337,0.025,0.07,0.135,-5.81,0.15,       ,        ,0,13,68,224,1940,0.5,11.6,0.24,0.16,-0.02,8.915,0.023,2,irc,        ,       ,0,Simbad,
3546,BDSB_31          ,r,o,325.485,66.085,105.301,9.932,0.01,0.025,0.05,-2.92,1.58,       ,        ,0,2,5,7,1300,0.999,10.891,0.48,0.32,0,7.4,       ,    ,irc,        ,       ,0,Simbad,
3549,NGC_7129         , , ,325.725,66.11,105.392,9.887,0.01,0.035,0.068,-1.41,-3.97,       ,        ,0,1,5,9,1046,1.405,10.55,0.675,0.45,-0.04,7.15,       ,    ,   ,        ,       ,0,Simbad,
3551,FSR_0323         , , ,325.815,52.525,96.485,-0.408,0.018,0.04,0.06,-6.61,-0.28,       ,        ,0,8,29,53,6699,0.6,14.323,0.288,0.192,-0.045,8.95,       ,    ,irc,        ,       ,0,Simbad,
3552,Barkhatova_2     , , ,325.917,51.07,95.585,-1.553,0.02,0.045,0.095,-2.2,-3.53,       ,        ,0,6,15,78,1100,0.3,10.303,0.144,0.096,0,8.632,       ,1,dub,        ,       ,0,Simbad,
3553,NGC_7127         , , ,325.921,54.615,97.893,1.138,0.012,0.045,0.085,-7.47,-1.99,       ,        ,0,2,33,92,2300,1.031,12.14,0.495,0.33,0,8.8,       ,    ,non,        ,       ,0,Simbad,
3554,NGC_7128         , , ,325.96,53.725,97.332,0.447,0.01,0.05,0.09,-6.9,-2.76,-48.2,1.93,4,5,48,118,2301,1.099,12.163,0.528,0.352,-0.02,7.26,       ,    ,   ,        ,       ,0,Simbad,
3555,FSR_0303         , , ,326.224,47.482,93.403,-4.411,0.015,0.055,0.11,-2.58,-1.76,       ,        ,0,6,44,97,6002,0.999,14.213,0.48,0.32,0,8.95,       ,    ,   ,        ,       ,0,Simbad,
3556,FSR_0250         ,r,o,326.212,30.76,82.136,-16.965,0.02,0.1,0.165,-2.32,-6.44,       ,        ,0,3,28,56,2489,0.062,12,0.03,0.02,0,9.5,       ,    ,   ,        ,       ,0,Simbad,
3557,NGC_7142         , , ,326.302,65.792,105.359,9.492,0.03,0.16,0.26,-1.98,0.79,-44.1,3.62,12,17,186,313,2200,0.45,11.857,0.216,0.144,0,9.25,0.021,39,   ,0.08,0.06,0,Simbad,
3558,Teutsch_74       , , ,326.415,58.095,100.36,3.61,0.017,0.055,0.14,3.31,-3.58,       ,        ,0,8,37,119,3330,1.049,12.95,0.504,0.336,0,9.05,       ,    ,   ,        ,       ,0,Simbad,
3559,FSR_0334         , , ,326.542,55.435,98.695,1.533,0.025,0.06,0.12,-5.3,-2.12,       ,        ,0,7,24,65,2201,0.271,11.8,0.13,0.087,0,9.31,       ,    ,irc,        ,       ,0,Simbad,
3560,FSR_0319         , , ,326.64,51.418,96.156,-1.58,0.025,0.07,0.13,-4.01,-3.13,       ,        ,0,11,51,149,1680,0.849,11.4,0.408,0.272,0.01,8.6,       ,    ,irc,        ,       ,0,Simbad,
3561,Palomar_12       ,g,o,326.662,-21.253,30.502,-47.677,0.013,0.045,0.09,0.86,-0.82,27.8,1.5,0,1,7,9,18996,0.021,16.4,0.01,0.007,0,10.05,       ,    ,glo,-0.85,       ,7,Simbad,
3562,FSR_0333         , , ,326.79,54.928,98.478,1.053,0.012,0.055,0.15,-3.3,-1.4,       ,        ,0,6,56,262,6001,1.099,14.245,0.528,0.352,-0.02,8.895,       ,    ,irc,        ,       ,0,Simbad,
3564,FSR_0322         , , ,327.585,51.205,96.475,-2.121,0.012,0.045,0.1,-0.25,-2.22,       ,        ,0,8,19,113,1867,0.45,11.5,0.216,0.144,-0.01,9.25,       ,    ,irc,        ,       ,0,Simbad,
3565,FSR_0305         , , ,327.633,47.02,93.842,-5.379,0.017,0.06,0.1,-3.79,-1.11,       ,        ,0,3,23,55,2443,0.5,12.1,0.24,0.16,0.01,9.06,       ,    ,   ,        ,       ,0,Simbad,
3566,FSR_0325         , , ,327.66,51.38,96.622,-2.015,0.02,0.06,0.14,-0.7,-1.91,       ,        ,0,11,54,210,1800,0.481,11.431,0.231,0.154,0,8.45,       ,    ,irc,        ,       ,0,Simbad,
3567,FSR_0336         , , ,327.726,55.215,99.074,0.934,0.025,0.08,0.155,-4.49,-3.24,       ,        ,0,21,132,377,1116,0.5,10.399,0.24,0.16,-0.06,9.1,       ,    ,irc,        ,       ,0,Simbad,
3568,FSR_0351         , , ,327.675,60.64,102.488,5.154,0.02,0.09,0.14,-2.07,-4.09,       ,        ,0,7,68,145,1239,0.416,10.599,0.2,0.133,-0.02,9.125,       ,    ,   ,        ,       ,0,Simbad,
3570,FSR_0338         , , ,327.933,55.313,99.227,0.936,0.013,0.05,0.075,-6.26,-4.22,       ,        ,0,3,33,52,14655,2.082,16.5,1,0.667,-0.01,8.1,       ,    ,irc,        ,       ,0,Simbad,
3571,IC_5146          , , ,328.372,47.265,94.389,-5.506,0.02,0.08,0.165,-1.48,-1.86,-3.6,1.65,2,1,5,18,770,1.145,9.801,0.55,0.367,-0.08,6,       ,    ,   ,        ,       ,0,Simbad,
3572,NGC_7160         , , ,328.417,62.61,104.012,6.461,0.028,0.07,0.22,-2.49,-2.37,-26.3,3.88,6,7,16,71,800,0.25,9.596,0.12,0.08,0,7.2,       ,    ,   ,0.16,0.03,0,Simbad,
3573,FSR_0266         ,r,o,328.515,33.584,85.611,-16.14,0.018,0.08,0.12,-2.99,-4.66,       ,        ,0,3,26,49,1513,0.312,11,0.15,0.1,0,9.245,0.102,4,   ,        ,       ,0,Simbad,
3574,Berkeley_93      , , ,328.95,63.945,105.041,7.354,0.013,0.085,0.16,-1.27,-0.33,       ,        ,0,2,13,22,5733,2.977,14.75,1.43,0.954,0.1,7.45,       ,    ,   ,        ,       ,0,Simbad,
3575,ASCC_115         , , ,329.167,51.525,97.447,-2.488,0.025,0.115,0.215,0.4,-0.83,-9,5.8,1,5,39,146,750,0.15,9.424,0.072,0.048,-0.02,8.35,       ,    ,   ,        ,       ,0,Simbad,
3576,ASCC_116         , , ,329.625,54.49,99.482,-0.313,0.02,0.06,0.14,-3.5,-4.5,-30.6,3.7,1,7,49,244,1500,0.51,11.045,0.245,0.163,-0.045,7.95,       ,    ,   ,        ,       ,0,Simbad,
3577,NGC_7175         , , ,329.767,54.79,99.73,-0.125,0.025,0.075,0.15,-3.73,-1.31,       ,        ,0,11,68,251,2500,0.75,12.231,0.36,0.24,0,8.821,0.019,4,non,        ,       ,0,Simbad,
3578,FSR_0318         , , ,329.661,48.967,96.125,-4.702,0.013,0.05,0.085,-3.03,2.33,       ,        ,0,3,21,53,7002,0.65,14.435,0.312,0.208,0,8.804,0.044,3,   ,        ,       ,0,Simbad,
3579,FSR_0279         , , ,330.36,35.24,87.928,-15.832,0.01,0.07,0.13,-3.4,-3.84,       ,        ,0,2,17,47,1819,0.625,11.5,0.3,0.2,0,8.665,0.322,2,   ,        ,       ,0,Simbad,
3580,FSR_0344         , , ,330.43,54.825,100.055,-0.328,0.012,0.04,0.09,-4.98,-3.23,       ,        ,0,5,20,94,2300,0.72,12.04,0.346,0.231,-0.01,8.9,       ,    ,   ,        ,       ,0,Simbad,
3582,FSR_0437         ,r,c,331.02,76.377,113.489,16.675,0.015,0.085,0.17,2.43,-3.63,       ,        ,0,2,21,50,1731,1.27,11.6,0.61,0.407,0.02,8.225,       ,    ,   ,        ,       ,0,Simbad,
3583,Dolidze_56       , , ,331.027,59.9,103.347,3.549,0.01,0.038,0.065,-2.78,-1,       ,        ,0,3,20,49,7000,0.999,14.547,0.48,0.32,0,8.95,       ,    ,ast,        ,       ,0,Simbad,
3584,ASCC_117         , , ,331.35,62.27,104.885,5.364,0.035,0.125,0.245,-1.36,-4.97,-11.4,0.8,1,6,42,133,1500,0.175,10.937,0.084,0.056,-0.02,6.225,       ,    ,   ,        ,       ,0,Simbad,
3585,NGC_7209         , , ,331.225,46.552,95.502,-7.262,0.02,0.1,0.23,-0.97,3.79,-9.7,        ,1,5,59,258,1250,0.16,10.536,0.077,0.051,0,8.629,       ,1,   ,-0.12,       ,0,Simbad,
3586,FSR_0341         , , ,331.413,53.333,99.631,-1.87,0.015,0.045,0.1,-3.36,-3.51,       ,        ,0,7,31,104,6000,0.7,14.116,0.336,0.224,0,9,       ,    ,irc,        ,       ,0,Simbad,
3587,Collinder_471    , , ,331.687,71.975,110.857,13.078,0.018,0.08,0.14,4.09,-2.09,       ,        ,0,3,16,43,2210,1.02,12.05,0.49,0.327,0.05,8.8,       ,    ,   ,        ,       ,0,Simbad,
3588,FSR_0342         , , ,331.971,53.117,99.775,-2.241,0.015,0.06,0.13,-3.45,-0.7,       ,        ,0,5,39,117,1942,0.65,11.65,0.312,0.208,0.025,8.275,       ,    ,irc,        ,       ,0,Simbad,
3589,ASCC_118         ,r,c,332.115,61.095,104.486,4.2,0.025,0.085,0.205,-4.53,-4.52,-42,10,1,5,39,238,1033,0.25,10.151,0.12,0.08,-0.02,7.87,       ,1,   ,        ,       ,0,Simbad,
3590,FSR_0358         , , ,332.557,58.795,103.333,2.197,0.02,0.16,0.28,5.25,-2.98,       ,        ,0,9,102,162,2578,2.311,12.8,1.11,0.74,0,9.3,       ,    ,irc,        ,       ,0,Simbad,
3591,NGC_7226         , , ,332.602,55.398,101.397,-0.595,0.02,0.05,0.122,-2.43,-2.16,       ,        ,0,12,34,98,3001,0.5,12.547,0.24,0.16,-0.04,8.725,0.077,3,   ,        ,       ,0,Simbad,
3592,IC_1434          , , ,332.602,52.86,99.936,-2.671,0.018,0.08,0.195,-6.52,-3.46,       ,        ,0,6,66,214,3210,0.521,12.7,0.25,0.167,0,8.245,0.058,6,   ,        ,       ,0,Simbad,
3593,FSR_0364         , , ,332.677,60.08,104.123,3.212,0.015,0.04,0.085,-1.49,-1.51,       ,        ,0,7,17,58,3399,0.731,12.892,0.351,0.234,0,9.15,       ,    ,irc,        ,       ,0,Simbad,
3594,FSR_0354         , , ,332.79,57.66,102.781,1.197,0.018,0.06,0.12,-2.8,-3.64,       ,        ,0,4,30,84,1169,0.5,10.5,0.24,0.16,-0.04,8,       ,    ,irc,        ,       ,0,Simbad,
3595,NGC_7235         , , ,333.09,57.265,102.687,0.781,0.012,0.04,0.092,-4.54,-2.35,-53.7,        ,1,3,26,106,2700,0.931,12.456,0.447,0.298,0.02,7.3,       ,    ,   ,        ,       ,0,Simbad,
3596,vdBergh_150      , , ,333.072,73.37,112.051,13.955,0.025,0.11,0.22,5.32,-3.11,       ,        ,0,4,18,31,3990,1.228,13.4,0.59,0.394,0.04,8.8,       ,    ,   ,        ,       ,0,Simbad,
3597,Teutsch_125      , , ,333.291,58.977,103.748,2.129,0.015,0.05,0.1,-3.72,-0.74,       ,        ,0,3,20,47,1445,0.781,11.051,0.375,0.25,0,9.1,       ,    ,   ,        ,       ,0,Simbad,
3598,vdBergh_152      , , ,333.097,70.245,110.187,11.413,0.02,0.1,0.15,-2.58,-2.12,       ,        ,0,4,25,53,1964,0.729,11.7,0.35,0.233,0,9.295,0.032,14,   ,        ,       ,0,Simbad,
3599,Teutsch_126      , , ,333.439,55.753,101.988,-0.573,0.018,0.065,0.1,-0.08,-3.07,       ,        ,0,4,36,69,1819,0.625,11.5,0.3,0.2,-0.03,8.8,       ,    ,   ,        ,       ,0,Simbad,
3600,PTB_3            , , ,333.349,70.045,110.14,11.2,0.02,0.065,0.155,-2.12,-1.5,-41.4,3.69,4,3,25,93,3220,0.5,12.7,0.24,0.16,-0.01,9.5,       ,    ,irc,        ,       ,0,Simbad,
3601,BDSB_30          ,r,o,333.67,61.44,105.299,4.054,0.018,0.045,0.075,-2.03,-4.47,       ,        ,0,5,17,27,1490,2.436,11.65,1.17,0.78,0.03,6.55,       ,    ,irc,        ,       ,0,Simbad,
3602,NGC_7243         , , ,333.795,49.875,98.845,-5.548,0.06,0.25,0.6,-0.05,-1.7,-12.6,2.47,28,17,198,773,850,0.221,9.718,0.106,0.071,-0.01,7.965,0.071,6,   ,        ,       ,0,Simbad,
3603,NGC_7245         , , ,333.81,54.333,101.364,-1.866,0.02,0.065,0.16,-5.62,-3.2,       ,        ,0,5,32,86,4000,0.475,13.163,0.228,0.152,0,8.55,       ,    ,   ,        ,       ,0,Simbad,
3604,King_9           , , ,333.885,54.402,101.439,-1.834,0.013,0.035,0.085,0.22,0.55,       ,        ,0,4,10,26,8001,0.371,14.635,0.178,0.119,0,9.5,       ,    ,   ,        ,       ,0,Simbad,
3605,Kumar_21         , , ,334.087,60.103,104.716,2.833,0.02,0.045,0.075,-1.55,-2.34,       ,        ,0,4,18,40,2500,1.651,12.521,0.793,0.529,0,7.68,       ,    ,irc,        ,       ,0,Simbad,
3606,IC_1442          , , ,333.997,53.995,101.265,-2.208,0.02,0.07,0.155,-3.17,-1.44,-63.5,0.9,1,3,31,151,1750,0.5,11.376,0.24,0.16,0,7.6,       ,    ,   ,        ,       ,0,Simbad,
3607,FSR_0369         , , ,334.165,60.803,105.139,3.392,0.009,0.035,0.06,-1.64,-8.27,       ,        ,0,3,14,27,4427,1.77,13.8,0.85,0.567,-0.01,9.1,       ,    ,irc,        ,       ,0,Simbad,
3609,FSR_0356         ,r,c,334.597,56.77,103.09,-0.089,0.018,0.04,0.1,-0.88,-4.46,       ,        ,0,5,24,87,2200,0.6,11.905,0.288,0.192,-0.01,9.1,       ,    ,irc,        ,       ,0,Simbad,
3610,FSR_0366         ,r,c,334.683,59,104.356,1.748,0.012,0.06,0.14,-1.82,-1.33,       ,        ,0,3,33,117,5610,1.103,14.1,0.53,0.354,0,8.715,       ,    ,irc,        ,       ,0,Simbad,
3611,Pismis-Moreno_1  , , ,334.605,63.222,106.659,5.289,0.035,0.13,0.225,0.8,-2.52,-23.2,0.25,2,11,57,113,800,0.55,9.692,0.264,0.176,-0.02,7.4,       ,    ,   ,        ,       ,0,Simbad,
3612,SBB_2            ,n,o,334.729,56.088,102.775,-0.698,0.01,0.05,0.095,-3.2,-2.31,-55,5,1,1,18,58,4938,1.312,13.89,0.63,0.42,-0.05,6.25,       ,    ,   ,        ,       ,0,Simbad,
3614,ASCC_119         , , ,334.665,46.885,97.64,-8.349,0.025,0.08,0.21,-4.88,-5.5,       ,        ,0,3,16,95,1200,0.1,10.428,0.048,0.032,0,8.791,0.017,2,   ,        ,       ,0,Simbad,
3615,FSR_0378         ,r,c,334.867,61.625,105.877,3.89,0.03,0.065,0.115,-3.89,-7.08,       ,        ,0,5,16,43,10000,2.7,15.869,1.297,0.865,0,8.1,       ,    ,   ,        ,       ,0,Simbad,
3617,NGC_7261         , , ,335.118,58.113,104.06,0.881,0.02,0.115,0.22,-4.46,-7.53,       ,        ,0,3,102,262,2692,0.916,12.445,0.44,0.293,0.02,7.5,       ,    ,   ,        ,       ,0,Simbad,
3618,Berkeley_94      , , ,335.737,55.87,103.13,-1.188,0.01,0.035,0.06,-0.42,-2.22,       ,        ,0,4,14,32,2600,0.6,12.268,0.288,0.192,-0.02,7.45,       ,    ,   ,        ,       ,0,Simbad,
3621,FSR_0388         ,r,c,335.88,63.445,107.263,5.164,0.025,0.095,0.215,-2.72,-0.05,       ,        ,0,3,18,82,1050,1.651,10.637,0.793,0.529,0,8.13,       ,    ,   ,        ,       ,0,Simbad,
3622,Teutsch_53       , , ,336.09,60.413,105.719,2.55,0.02,0.045,0.075,-6.11,-5.68,       ,        ,0,6,23,45,5502,1.599,14.217,0.768,0.512,0,8.85,       ,    ,   ,        ,       ,0,Simbad,
3623,PTB_2            , , ,336.3,71.54,111.815,11.895,0.028,0.15,0.25,1.04,-2.75,       ,        ,0,4,46,140,3093,0.77,12.7,0.37,0.247,-0.015,9.3,       ,    ,irc,        ,       ,0,Simbad,
3624,NGC_7281         , , ,336.265,57.82,104.416,0.307,0.02,0.08,0.18,-1.56,-2.44,       ,        ,0,2,42,191,1600,0.5,11.181,0.24,0.16,0,7.86,       ,    ,   ,        ,       ,0,Simbad,
3625,NGC_7296         , , ,337.012,52.33,101.886,-4.586,0.012,0.045,0.1,-3.41,-4.5,       ,        ,0,3,19,57,2013,0.189,11.58,0.091,0.061,-0.02,8.675,0.031,4,   ,        ,       ,0,Simbad,
3626,Berkeley_95      , , ,337.072,59.14,105.468,1.208,0.02,0.06,0.12,-3.26,-3.34,       ,        ,0,11,46,124,1800,1.21,11.666,0.581,0.388,-0.01,8.55,       ,    ,   ,        ,       ,0,Simbad,
3628,Teutsch_76       , , ,337.185,61.634,106.815,3.309,0.012,0.03,0.067,-2.88,-5,       ,        ,0,3,13,33,3501,1.274,13.131,0.612,0.408,0,6.9,       ,    ,   ,        ,       ,0,Simbad,
3630,Berkeley_96      , , ,337.47,55.405,103.717,-2.098,0.01,0.04,0.08,-4.49,-3.6,       ,        ,0,2,23,65,3200,0.681,12.745,0.327,0.218,0,7,       ,    ,   ,        ,       ,0,Simbad,
3631,ASCC_120         , , ,337.567,57.195,104.685,-0.592,0.04,0.1,0.21,-2.58,-2.25,-60.8,1.8,1,6,49,206,1500,0.66,11.093,0.317,0.211,-0.03,7.4,       ,    ,   ,        ,       ,0,Simbad,
3632,ASCC_121         , , ,337.707,54.845,103.545,-2.648,0.04,0.125,0.235,-2.65,-0.15,-64.3,7.4,1,11,68,182,2701,0.45,12.302,0.216,0.144,-0.02,6.4,       ,    ,   ,        ,       ,0,Simbad,
3633,FSR_0357         , , ,337.707,53.954,103.087,-3.413,0.01,0.033,0.075,-8.15,-1.78,       ,        ,0,2,14,41,2500,0.4,12.118,0.192,0.128,0,8.835,0.01,2,irc,        ,       ,0,Simbad,
3634,FSR_0405         , , ,338.197,66.67,109.8,7.398,0.02,0.075,0.125,-2.81,-1.84,       ,        ,0,7,49,91,5213,0.666,13.8,0.32,0.213,0,9.3,       ,    ,   ,        ,       ,0,Simbad,
3636,FSR_0365         , , ,338.266,55.535,104.172,-2.217,0.01,0.06,0.11,-2.59,-2.17,       ,        ,0,3,30,94,3864,0.822,13.2,0.395,0.263,0.03,8.905,0.055,11,irc,        ,       ,0,Simbad,
3637,ASCC_122         ,a,c,338.379,39.579,95.936,-15.958,0.07,0.22,0.565,-0.77,-5.05,-8.2,4.15,3,9,35,189,700,0.11,9.261,0.053,0.035,0,7.7,       ,    ,   ,        ,       ,0,Simbad,
3638,FSR_0328         ,r,c,338.362,43.263,97.905,-12.805,0.013,0.045,0.085,-0.63,-2.17,       ,        ,0,4,12,23,5312,0.229,13.7,0.11,0.073,-0.03,9.25,       ,    ,   ,        ,       ,0,Simbad,
3639,FSR_0330         , , ,338.548,43.34,98.064,-12.809,0.03,0.105,0.187,-1.86,-1.45,       ,        ,0,7,41,113,1900,0.4,11.522,0.192,0.128,0,9.135,       ,    ,   ,        ,       ,0,Simbad,
3640,FSR_0331         , , ,338.685,43.44,98.204,-12.774,0.035,0.085,0.185,-3.19,-1.09,       ,        ,0,8,20,62,3001,0.042,12.4,0.02,0.013,-0.01,9.3,       ,    ,   ,        ,       ,0,Simbad,
3641,FSR_0377         , , ,338.655,58.295,105.744,0.062,0.01,0.03,0.05,-4.58,-1.53,       ,        ,0,4,13,20,2300,0.6,12.002,0.288,0.192,-0.015,7.7,       ,    ,irc,        ,       ,0,Simbad,
3643,Teutsch_39       , , ,339.154,37.726,95.466,-17.855,0.025,0.085,0.19,-4.37,-6.15,-19.5,        ,1,2,11,33,600,0.2,8.955,0.096,0.064,0,7.7,       ,    ,   ,        ,       ,0,Simbad,
3644,FSR_0398         , , ,339.06,64.133,108.826,5.026,0.02,0.09,0.225,-2.37,-0.45,       ,        ,0,5,63,294,1200,0.849,10.669,0.408,0.272,-0.015,7.7,       ,    ,   ,        ,       ,0,Simbad,
3647,FSR_0362         , , ,339.787,53.63,103.991,-4.308,0.012,0.045,0.09,-5.18,-3.25,       ,        ,0,2,25,77,5501,0.5,13.863,0.24,0.16,0,9.009,0.028,8,   ,        ,       ,0,Simbad,
3648,Berkeley_97      , , ,339.849,59.017,106.64,0.384,0.012,0.03,0.065,-1.18,-3.35,       ,        ,0,3,14,49,1800,0.737,11.514,0.354,0.236,-0.02,7.55,       ,    ,   ,        ,       ,0,Simbad,
3650,Czernik_42       , , ,339.903,59.918,107.101,1.159,0.01,0.037,0.075,-2.78,-2.67,       ,        ,0,5,24,85,4001,1.224,13.405,0.588,0.392,0,6.7,       ,    ,   ,        ,       ,0,Simbad,
3652,FSR_0381         , , ,340.533,58.34,106.626,-0.38,0.02,0.06,0.15,-3.95,-0.52,       ,        ,0,7,31,112,3552,0.77,13,0.37,0.247,0.01,8.25,       ,    ,irc,        ,       ,0,Simbad,
3653,FSR_0385         , , ,340.627,58.92,106.945,0.106,0.017,0.045,0.075,-1.1,2.26,       ,        ,0,6,18,40,1726,0.979,11.5,0.47,0.313,0,8.85,       ,    ,irc,        ,       ,0,Simbad,
3654,ASCC_123         ,m,o,340.597,54.25,104.709,-3.994,0.1,0.52,1,12.55,-1,-6.5,6.49,3,4,37,121,250,0.15,7.038,0.072,0.048,0,8.191,       ,1,   ,        ,       ,0,Simbad,
3655,Berkeley_98      , , ,340.654,52.368,103.839,-5.665,0.013,0.075,0.17,-5.83,-0.37,       ,        ,0,4,56,207,4201,0.2,13.181,0.096,0.064,0,9.32,       ,    ,   ,        ,       ,0,Simbad,
3656,FSR_0446         ,r,c,340.785,75.225,114.892,14.391,0.01,0.065,0.13,-0.1,-0.52,       ,        ,0,1,11,27,2210,0.833,11.99,0.4,0.267,0.02,7.96,0.182,2,   ,        ,       ,0,Simbad,
3657,FSR_0449         , , ,341.562,75.81,115.36,14.81,0.013,0.055,0.105,0.06,-2.16,       ,        ,0,2,18,29,2251,0.999,12.083,0.48,0.32,0.015,8.058,       ,1,   ,        ,       ,0,Simbad,
3659,NGC_7380         ,n,o,341.835,58.095,107.118,-0.918,0.015,0.1,0.26,-3.06,0.82,-34.1,6.09,3,3,62,350,1800,0.6,11.469,0.288,0.192,0,7.25,       ,    ,   ,        ,       ,0,Simbad,
3660,LDN_1211         ,n,o,341.914,62.022,108.954,2.554,0.01,0.05,0.075,2.2,-3.5,       ,        ,0,1,27,45,6002,1.599,14.406,0.768,0.512,0,9.1,       ,    ,irc,        ,       ,0,Simbad,
3661,Teutsch_54       , , ,341.842,59.783,107.896,0.581,0.01,0.037,0.075,-0.62,2.53,       ,        ,0,3,17,40,4004,0.583,13.2,0.28,0.187,-0.02,9.15,       ,    ,   ,        ,       ,0,Simbad,
3663,ASCC_124         , , ,341.895,46.31,101.67,-11.388,0.04,0.185,0.31,0.14,-0.78,       ,        ,0,9,80,158,700,0.179,9.283,0.086,0.057,-0.04,8.195,       ,1,   ,        ,       ,0,Simbad,
3665,FSR_0428         , , ,342.345,69.079,112.358,8.749,0.02,0.07,0.13,-2.23,-3.68,       ,        ,0,7,23,72,3616,0.65,13,0.312,0.208,0.005,9.23,0.022,2,   ,        ,       ,0,Simbad,
3667,FSR_0429         , , ,342.865,69.058,112.516,8.646,0.015,0.065,0.125,-0.1,-1.06,       ,        ,0,4,17,36,4051,1.437,13.5,0.69,0.46,0.035,8.23,       ,    ,   ,        ,       ,0,Simbad,
3668,FSR_0384         , , ,342.927,56.103,106.747,-2.963,0.013,0.05,0.1,-0.67,-0.38,       ,        ,0,3,32,87,3402,0.75,12.9,0.36,0.24,0.01,6.85,       ,    ,irc,        ,       ,0,Simbad,
3669,King_18          , , ,343.023,58.298,107.768,-1.019,0.012,0.05,0.105,-2.91,3.18,       ,        ,0,3,32,91,2550,0.6,12.226,0.288,0.192,0,8.525,       ,    ,   ,        ,       ,0,Simbad,
3670,FSR_0404         , , ,343.35,62.12,109.599,2.34,0.015,0.07,0.125,-3.01,-3.54,-39.4,        ,1,3,23,48,5763,2.165,14.5,1.04,0.694,0,8.4,       ,    ,irc,        ,       ,0,Simbad,
3671,FSR_0406         , , ,343.428,62.6,109.843,2.756,0.013,0.06,0.1,-0.76,-3.28,-23.7,10,1,1,22,31,7154,3.192,15.3,1.533,1.023,0.08,7.3,       ,    ,irc,        ,       ,0,Simbad,
3672,NGC_7419         , , ,343.572,60.8,109.117,1.107,0.025,0.068,0.13,-0.7,1.55,-74,4.5,5,18,76,159,2100,1.901,12.223,0.913,0.609,-0.01,7.5,       ,    ,   ,        ,       ,0,Simbad,
3673,King_10          , , ,343.755,59.17,108.492,-0.401,0.02,0.07,0.205,-2.44,2.71,       ,        ,0,20,93,364,2750,1.249,12.599,0.6,0.4,0,7.825,       ,    ,   ,        ,       ,0,Simbad,
3674,NGC_7423         , , ,343.791,57.095,107.611,-2.28,0.015,0.06,0.11,3.91,1.24,       ,        ,0,4,35,80,6001,0.5,14.052,0.24,0.16,0,8.901,0.038,2,   ,        ,       ,0,Simbad,
3675,FSR_0394         , , ,343.785,58.725,108.313,-0.809,0.01,0.045,0.095,-5.62,1.78,       ,        ,0,2,35,97,4739,0.999,13.7,0.48,0.32,-0.03,9.2,       ,    ,irc,        ,       ,0,Simbad,
3676,NGC_7429         , , ,343.972,59.96,108.932,0.264,0.02,0.075,0.125,-2.59,2.38,       ,        ,0,4,49,118,1250,0.949,10.79,0.456,0.304,0,8.08,       ,    ,   ,        ,       ,0,Simbad,
3677,ASCC_125         ,a,c,344.122,62.722,110.183,2.728,0.07,0.22,0.55,-1.2,-1.8,-18.7,2.7,12,43,163,701,569,0.7,9.001,0.336,0.224,-0.06,6.7,       ,    ,   ,        ,       ,0,Simbad,
3682,NGC_7438         , , ,344.34,54.375,106.719,-4.869,0.015,0.095,0.25,0.01,-1.55,-17,3.7,1,1,28,223,1000,0.35,10.113,0.168,0.112,0,8.8,0.028,3,   ,        ,       ,0,Simbad,
